"Knowledge","Interest","Algeria","Argentina","Australia","Belgium","Bosnia.and.Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa.Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory.Coast","Japan","Mexico","the.Netherlands","Nigeria","Portugal","Russia","South.Korea","Spain","Switzerland","United.States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Income","Education","Location","ID"
"Intermediate","Some",,"3","3","3",,"3",,"3","3","3",,"3","3","3","3",,"4","3","4","4",,"5","4",,,"3","1","4","4","3","2","3","5","4","4","4","4",,"4","3","Male","45-60","$50,000 - $99,999","Some college or Associate degree","East North Central",3308450987
"Intermediate","Some",,"3",,"4",,"3",,,,,,,"2","4","5",,"4",,,"5",,"4","5",,,,,,,"3","3",,"4",,,"3",,,,"4","Female","> 60","$50,000 - $99,999","Bachelor degree","West North Central",3308450555
"Novice","Not much",,,,,,,,,,,,,"5","3","3",,"4",,,"4",,"4","3",,,,,"2",,,"4",,"4","4",,,,,,,"Female","45-60",,"Some college or Associate degree","South Atlantic",3308449111
"Novice","Some",,,,,,,,,,,,,"4","5","4",,"4",,,"5",,"3","3","3",,"3","4",,"3","3","4",,"4","3","5","5","3","3",,"4","Female","> 60","$25,000 - $49,999","Bachelor degree","Middle Atlantic",3308449002
"Intermediate","Some",,,,,,,,,,,,,"3","5","3",,"4",,,"4",,"4","4","3",,,,,"4","3","3",,"4","5","4",,"3",,,"3","Female","30-44",,"Bachelor degree","South Atlantic",3308447710
"Novice","Some",,,,"4",,,,,,,,,"3",,,,"5",,,"3",,"5","5",,,,,,"4","3","4",,"1","1","1",,,,,"3","Female","18-29","$0 - $24,999","Some college or Associate degree","South Atlantic",3308446907
"Intermediate","Some",,"3",,"3",,"3",,"3","3","3",,"3","3","5","4",,"4","3",,"5",,"4","3","3","3","3","3","3","4","3","5",,"4","3","4","3","4",,"4","4","Female","> 60","$150,000+","Bachelor degree","Pacific",3308446728
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308445417
"Novice","Not much",,,,,,"4",,,,,,,,,"3",,,,,"4",,,"4",,,,,,,,"5",,"3",,"3",,"4",,"4","4","Female","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic",3308444719
"Intermediate","Some",,"3",,"4",,"3",,"3","3","3",,"3","4","4","5",,"5","3","4","5",,"3","5","4",,"5","3","3","4","4","4",,"3","5","3","5","4",,"3","4","Female","45-60","$100,000 - $149,999","Graduate degree","Middle Atlantic",3308444562
"Intermediate","Some",,,"2",,,,,,,,,,"3","3","2",,"5",,"3","3",,"4","5",,,,,,,,"3",,"2","5","5",,,,"4",,"Male","30-44","$100,000 - $149,999","Graduate degree","Pacific",3308443958
"Novice","Not much",,,,,,,,,,,,,,,,,,,,"3",,,"4",,,,,,,,"4",,"4",,,,,,,"3","Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central",3308443796
"Intermediate","A lot","3","2",,"3",,,,,,,,"4","3","2","5",,"5","4","4","4",,"4","5",,,"5","2","2","5","3","4",,"5","5","5","4","4","3","5","4","Female","45-60","$150,000+","Graduate degree","South Atlantic",3308443585
"Advanced","A lot",,,,,,,,,,,,,"3","3","4",,"4",,"4","5",,"5","5","2",,,"3",,,,"3",,"4","5","5","4","4","5","5",,"Female","45-60",,"Bachelor degree","South Atlantic",3308443156
"Intermediate","Some",,"5","5","5","3","5",,"4",,,,,"4","5","5",,"5","3",,"5",,"5","3","3",,"4","5","3","4","4","5","1","2","4","5","3","3","2","3","3","Male","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic",3308442936
"Novice","Not much",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308442251
"Advanced","A lot",,"4",,,"1",,,"4","4",,,"3","4","3","4",,"3","4",,"4",,"5","5","3",,"4","2","4","4","3","3",,"4","3","4",,"4",,"4","5","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific",3308442205
"Advanced","A lot",,,,,,"3",,,,,,,"5","2","5",,"3",,,"4",,"2","4",,,,,,,"4","4",,"3","5","3",,"3",,,"3","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific",3308442090
"Intermediate","A lot",,"4",,"3",,"2",,"3",,,,"2","3","3","3",,"4",,"3","5",,"4","4",,,,"3","3","3",,"4",,"3","4","5",,"3",,"5",,"Male","18-29","$25,000 - $49,999","Bachelor degree","Mountain",3308441856
"Intermediate","Some",,"3",,"4",,"3",,"3","3",,,,"2","4","3",,"3",,,"4",,"4","3",,,,"3","2","3","4","4",,"4","3","3",,"2","4","3","3","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific",3308441495
"Novice","Some",,,,,,,,,,,,,"4",,,,"4",,,"5",,"3","4",,,,,,,,"5",,"4","3",,,"4",,,"4","Female","18-29",,"Some college or Associate degree","East South Central",3308441194
"Advanced","A lot",,"3",,,,"2",,"3","3",,,,"1","4","3",,"5",,,"5",,"3","4",,,,,,"4","3","2",,"4","1",,"5",,,,"2","Male","18-29","$150,000+","High school degree","Middle Atlantic",3308440845
"Novice","Some",,,,,,,,,,,,,"2","3","4",,"4",,,"3",,"4","3",,,"4",,,,,"4",,"3","4",,,,,"1","3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","New England",3308440820
"Novice","Not at all",,,"3",,,"3",,,,,,,"3","3",,,,,,"3",,,"3",,,,,,"3","2","4",,"3","3",,,"3",,,"3","Female","45-60","$100,000 - $149,999","Graduate degree","Middle Atlantic",3308440658
"Intermediate","Some",,,,,,,,,,,,,,,"2",,,,,"2",,,"4",,,,,,,,"4",,,,,,,,,,"Female","45-60","$0 - $24,999","Some college or Associate degree","East North Central",3308440334
"Advanced","A lot",,"4","3",,,"4",,"3",,,,"4","2","5","4",,"4",,,"4","4","3","3","3","3","3","3","2","4","3","4",,"2","4","5",,,"4","5","3","Female","> 60","$50,000 - $99,999","Graduate degree","Pacific",3308440267
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308440245
"Intermediate","A lot",,"3",,,,"4","1","3",,"4","4",,"3","4","3","3","5","4","4","5",,"4","4",,,"4",,"3","4",,"3","3","3","4","4",,"3","3","3","3","Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic",3308439657
"Intermediate","Some",,,,,,,,,,,,,"3","4","4",,"5",,,"5",,"4","3",,,,,,"3",,"5",,"5","2","4",,,,"4","4","Female","> 60","$150,000+","Bachelor degree","East North Central",3308439424
"Advanced","A lot",,,,,,"4",,,,,,"3","3","3","2","3","5",,,"3",,"2","4",,"3","3","2",,"3","3","3","4","3","4","5","3",,"4","4","3","Female","30-44","$25,000 - $49,999","Graduate degree","West North Central",3308439307
"Novice","Some",,"3","3","4","3","3",,"3","3","3",,"3","3","3","4",,"4",,,"4","3","3","4","3","3","3",,,"3","3","4","3","2","3","4","3",,"3","3","3","Female","> 60",,"Some college or Associate degree","West North Central",3308439072
"Novice","Some",,,,,,,,,,,,,,,"3",,"4",,,"5",,"3","4",,,,,,,,"3",,"3","4","5",,,,"3","4","Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic",3308439013
"Novice","Not at all",,,,,"3",,,,,,,,"3",,"3",,"3",,,"3",,"3","4",,,,,,"3",,"3",,"3","3","3",,"3",,,,"Male","45-60","$50,000 - $99,999","High school degree","East North Central",3308438644
"Advanced","Not much",,"3","3","3","2","4",,,,,"2","2","2","4","3",,"4",,,"4","2","4","4","2","3","3","2","3","3","3","3",,"4","4","4","2","3","1","4","4","Male","30-44","$50,000 - $99,999","Graduate degree","Pacific",3308438545
"Intermediate","Some",,,"3",,,"3",,,,"2",,,"2","3","3",,"3",,,"3",,"3","3",,,,"2",,"3","3","3",,"3","3",,,"3","2",,"3","Female","45-60",,"Some college or Associate degree","South Atlantic",3308438314
"Intermediate","A lot","2",,,,,,,,,,,,"2","4","3",,"3",,,"5",,"5","5",,,"4","3","4","4",,"4",,"4","4","4",,"3","3","4","3","Female","45-60","$0 - $24,999","Bachelor degree","Pacific",3308437763
"Advanced","Some","2","3","4","3",,"1",,"3","2",,"3","3","2","4","1",,"4","3","2","5",,"3","4","2",,,"3",,"3","3","4",,"4","3","3",,,,,"2","Male","45-60",,"Bachelor degree","West North Central",3308437502
"Intermediate","Not much",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308437180
"Intermediate","Not at all",,,,,,"3",,,,,,,"3","2",,,,,,"5",,"3","5",,,,,,"4",,"5",,"3","1","2",,"3",,"1",,"Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central",3308436139
"Expert","A lot","2","2","4","4","2","3","4","4","1","1","5","2","2","5","5","3","3","3","3",,,"3","3","2","2","3","5","1","3","3","5","3","1","3","2","2","4","4","5","3","Female","45-60",,,"Middle Atlantic",3308435583
"Intermediate","Some",,,"4","5",,,,,,,,,"5","5","5",,"5",,,"5",,"3","5","5",,"4","4","3","5","5","5",,"4","5","3",,"4",,"3","5","Female","> 60",,"Graduate degree","Pacific",3308435526
"Intermediate","A lot",,,,,,"3",,"3",,,,,"3","5","4",,"3",,,"4",,"5","4",,,,,,"3",,"4",,"3","2","4",,"2","1",,"3","Female","30-44","$50,000 - $99,999","Bachelor degree","East South Central",3308435336
"Intermediate","A lot",,,,,,,,"4",,,,,"2","4","4",,"4",,"4","5",,"4","5",,,"3",,,"4","3","4",,"5","4","4","3","3",,"4","2","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific",3308435130
"Novice","Not much",,,,,,,,,,,,,,"3","3",,,,,"4",,,,,,,,,"3",,"3",,"4","4",,,,,,"4","Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic",3308434238
"Advanced","A lot",,,,,,,,,,,,,,"3",,,,,,"5",,"4","4",,"3","3",,,,,"4",,"5","5","4",,"4","4",,,"Female","18-29",,"Some college or Associate degree","South Atlantic",3308433351
"Novice","Not much",,"3",,"3",,"3","3",,"3","3",,,"3","3","3",,"3","3","3","3",,,"4",,,,,,"4",,"5",,,,,,"3",,,"4","Female","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central",3308432873
"Intermediate","A lot",,,,,,,,,,,,,"3","3","4",,"5",,,"4",,"3","5",,,,"3",,"4","3","4",,"3","3","3",,"3",,,"3","Female","45-60","$50,000 - $99,999","Bachelor degree","Pacific",3308432840
"Intermediate","Some",,,,,,,,,,,,,"2","4","3",,"4",,,"5",,"3","4",,,,,,"3",,"4",,"4","4","3",,,,"3","3","Female","30-44",,"Graduate degree","West North Central",3308432628
"Advanced","A lot",,,"2",,,,,"3",,,,"3","2","3","3",,"5",,"5","5",,"5","5","3",,,,"5","3","3","2",,"5","5","5",,"3",,"4","3","Male","30-44",,"High school degree","New England",3308430641
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308430494
"Novice","Some",,,,,,,,,,,,,"3",,"3",,"4",,,"4",,"3","4",,,,,,,,"5",,"4","3","3",,,,,"3","Female","18-29",,"Bachelor degree","West North Central",3308429192
"Intermediate","Not much",,,"5","3",,,,"2",,"4",,,"3","4","2",,"4",,,"4",,"4","5",,,,"2",,"4","5","4",,"4","3","5",,,,"3","2","Female","18-29","$25,000 - $49,999","Some college or Associate degree","South Atlantic",3308428405
"Novice","Some",,,,,,,,,,,,,"2","4","4",,"4",,,"4",,"3","3",,,,,,"3",,"2",,"2","4","5",,"3",,,,"Female","18-29","$0 - $24,999","Bachelor degree","West South Central",3308428287
"Novice","Some",,,,"3",,,,,,,,,"3","4","3",,"5",,,"4",,"3","4",,,,,"4","3",,"3",,"4","2",,,,,"3",,"Female","18-29",,"Some college or Associate degree","Middle Atlantic",3308426636
"Novice","Some",,,"3","3",,,,,,"2",,,"3","3","3",,"2",,,"5",,"2","2","3",,,,,"3","3","4",,"4","2","3","3","2",,,"3","Female","> 60","$25,000 - $49,999","Bachelor degree","South Atlantic",3308425791
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,"3","5","5",,"4","3","3","4","5","5",,"5","5","3",,"4",,"3","4",,,,,,3308425613
"Intermediate","A lot",,"5",,,,"4",,"4","4","4",,"4","2","2","2",,"2","5","4","4",,"4","4","3",,"3","2",,"2",,"1","4","5","5","5",,,,"4","2","Female","18-29",,"Some college or Associate degree","Pacific",3308425569
"Intermediate","A lot",,"3","3",,,"3",,"3","3",,"3","3","3","3","3",,"3",,,"5",,"3","4","3",,"3","3",,"3","3","4",,"3","4","3",,"3","3","3","3","Female","30-44",,"Some college or Associate degree","East South Central",3308425194
"Intermediate","A lot",,,,,,,,,,,,,"3","4",,,,,,"4",,"3","3",,,,,,,,"3",,"5",,,,,,,,"Female","30-44","$0 - $24,999","High school degree","Mountain",3308424367
"Intermediate","Some","1",,,"4",,"3",,"3","3",,,,"3","3","4","1","3","1","1","4",,"3","3",,"1","3",,,"3",,"5","1","3","1",,,"3","1",,"3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","East North Central",3308423724
"Novice","Some",,,,,,,,,,,"3",,"2","3","3",,"4",,,"4",,"4","4",,,,,"4","4",,"4",,"4","3","3",,,,"3","3","Male","> 60","$150,000+","Some college or Associate degree","Pacific",3308422347
"Intermediate","A lot","4","4","4","4","3",,,,,,,,"4","4","4",,"4",,"5","5",,"5","5","4",,"4","3","4","5","3","4",,"4","5","4","5","4","3","5","3","Male","> 60",,"Bachelor degree","Middle Atlantic",3308421342
"Intermediate","A lot",,,,,,"3",,,,,,,"3","3",,,"3",,,"4",,"3","4",,,,,"2","3",,"3",,"3","4","5",,"4","4","4","3","Male","30-44","$50,000 - $99,999","Bachelor degree","Pacific",3308419218
"Novice","Not much",,,,,,,,,,"4",,,"3","3","3",,"4",,,"4",,"3",,,,,,,,"4","5",,"3","1","3",,"3",,,"3","Female","45-60","$50,000 - $99,999","Bachelor degree","East North Central",3308418450
"Advanced","Some",,"4","4","3",,"4",,"3","3","3",,"3","4","5","4",,"4","3",,"4",,"3","3","3",,"3",,,"4",,"5",,"2","3","3",,"3",,"2","4","Male","18-29","$50,000 - $99,999","Some college or Associate degree","East South Central",3308418315
"Novice","Not much",,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,"5",,"3",,,,,,,,"Male","45-60",,"High school degree","Middle Atlantic",3308417268
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308417104
"Intermediate","Some",,,,"4",,,,,"3",,,,"4","4","4",,"5",,,"4",,"3","3","4",,"4","4",,"4",,"4",,"4","2",,"4",,,"3","3","Female","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic",3308414471
"Novice","Some",,"5",,,,,,,,,,,"4","5",,,"5",,,"5",,,"5",,,,,,"5",,"3",,,"5",,,,,,,"Female","45-60","$50,000 - $99,999","Graduate degree","East North Central",3308413409
"Intermediate","Some",,"3","3",,,"3",,"3","3","3",,,"3","4","5",,"4",,,"5",,"4","3",,,"3","3","3","4","3","5",,"5","2","4","4","3",,"3","3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic",3308413133
"Novice","A lot",,"3","4","4",,,,"3","3",,,,"3","4","5",,"5",,,"5",,"4","5",,,"3","3",,"3","5","5",,"5","4",,"4",,"3","4","4","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain",3308411889
"Intermediate","A lot",,,,"3",,,,,,,,,"3","4","3",,"4",,,"4",,"3","4","4",,,,"3","4","3","3","4","4","4","3","4","3",,"4",,"Female","> 60","$25,000 - $49,999","Bachelor degree","West South Central",3308411314
"Intermediate","A lot",,,,,,,,,,,,,"4",,,,,,,"4",,"2","4",,,,,"3","4",,"4",,"3","3","3",,,,,"3","Female","30-44",,"Some college or Associate degree","East North Central",3308410977
"Novice","Some",,,,,,,,,,,,,"3","4","3",,"3",,,"4",,"3","3",,,,,,"3",,"4",,"3",,,,,,,,"Male","45-60","$50,000 - $99,999","High school degree","New England",3308409732
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308409623
"Advanced","A lot",,"4",,"3",,"4",,"4","4","4",,,"2","4","4",,"4",,,"5","3","4","4","3",,"4","4","4","5","3","2","3","3","4","4","4","5",,"4","3","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic",3308407696
"Intermediate","Some",,"3","3","3",,"3",,,,,,,"3","5","3",,"4",,,"5",,"2","4",,,,"2","2","3","3","4",,"4","2","2",,"3",,"3","3","Male","45-60","$150,000+","Graduate degree","Middle Atlantic",3308407623
"Advanced","A lot","4","4",,"4","4","5",,"4","4","4","4",,"4","5","5",,"5","4","4","5",,"5","5","4",,"4","5","5","5","5","3",,"5","5","5","4","4","4","5","4","Female","30-44","$0 - $24,999","Some college or Associate degree","Pacific",3308405793
"Novice","Some",,,,,,,,,,,,,,,,,,,,"4",,,"4",,,,,,,,"5",,"3",,,,,,,,"Male","18-29","$0 - $24,999","High school degree","East North Central",3308405101
"Intermediate","A lot",,"4",,,,,,,"3",,,,"3","3",,,"5",,,"5","4","5","4",,,,,"4","5",,"4",,"5","5","4","5","5","3","5",,"Female","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic",3308403579
"Intermediate","Some",,"3",,"3","3","4",,,,,"3",,"3","2","3",,"3",,"2","4",,"3","3",,,"3","4",,"3",,"3",,"3","2","3","3","3",,"1",,"Female","45-60",,"High school degree","South Atlantic",3308399968
"Advanced","A lot","3","4",,,,"4",,"3","4","4",,,"1","3","4",,"5","4",,"4",,"5","5",,,,"1","3","5",,"4",,"3","5","5",,"4","3","3","3","Male","45-60","$100,000 - $149,999","Bachelor degree","Mountain",3308399910
"Novice","Not at all","2","2","3","2","1","2","1","2","2","2","2","2","2","2","2","1","2","2","1","3","1","2","4","3","2","2","2","2","3","2","5","1","4","2","2","2","2","1","2","3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific",3308398024
"Intermediate","A lot","2","3","3","3","3","3",,"3","3","3","3",,"3","4","3",,"4",,"3","4",,"3","3","3",,"3","2","2","4","3","3","3","4","2","4","3","2",,"3","3","Female","> 60","$25,000 - $49,999","Graduate degree","West North Central",3308397561
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308397113
"Intermediate","A lot",,"4",,"3",,"5",,"4","4",,,"3","3","3","4",,"4",,,"5",,"4","5",,,,"3","3","5",,"3",,"4","4","5",,"4",,"3","3","Male","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic",3308396552
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308395208
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,3308395064
"Novice","Some",,,,"4",,,,,,"4",,,"3","4","4",,"4",,,"4",,"3","4","4",,"3","3",,"4","4","4",,"4","3","4",,"4",,"3","4","Female","> 60",,"Bachelor degree","Middle Atlantic",3308395042
"Novice","Some",,,"5","5",,,,,"5","5",,,"5","5","3",,"5",,,"5",,,"5",,,"4",,,"5","4","5",,"5","5","5","5",,"5",,"5","Female","45-60","$150,000+","Bachelor degree","South Atlantic",3308394901
"Intermediate","Some",,"3",,"3",,"3",,"3","4","3",,"3","2","5","3",,"4","3",,"5",,"3","4","3",,"3","2",,"5","3","3",,"2","2","3",,"4",,,"3","Female","> 60","$25,000 - $49,999","High school degree","South Atlantic",3308394259
"Intermediate","A lot",,"5","5","3",,"3","3","3","3","3",,,"3","3","4","5","4",,"3","5","4","4","3","4","3","3",,"3","3",,"3",,"4","5","4","4","5","4","4","5","Male","45-60","$100,000 - $149,999","Graduate degree","East North Central",3308393262
"Intermediate","Some","2","2","3","3","2","2","2","2","2","2","2","2","2","5","3","2","3","2","2","4","2","3","4","3","2","3","2","2","3","3","3","3","4","2","4","3","3","2","3","2","Male","> 60","$50,000 - $99,999","Graduate degree","West South Central",3308392882
"Intermediate","Some","2",,,,,"4",,"3","3","4",,,"3","5","4",,"4",,"2","5",,"4","4",,,"4","2","3","3","4","4",,"4","2","3",,"3",,"2","3","Female","> 60",,"Graduate degree","South Atlantic",3308390282
"Novice","Not much","2","4","5","3","2","5","2","4","3","3","2","2","2","5","3","2","4","2","2","4","2","3","5",,"2",,"2","2","4","3","4",,"4","3","3","2","4",,"2","3","Male","> 60",,"Graduate degree","South Atlantic",3308389869
"Intermediate","Some",,,,"3","5",,,,"4",,"5",,"2","3","5",,"4",,,"5",,"4","4",,,,"3",,"3",,"3",,"4","4","4","4",,"3","4","2","Female","30-44","$25,000 - $49,999","Bachelor degree","East North Central",3308388574
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,"2","4",,,"3",,"4","3",,"4",,"3","5","5","4","3",,"4","3",,,,,,3308387668
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308384713
"Expert","A lot","3","3","3","4","3","4",,"3","3","3","3",,"3","4","4",,"5","3",,"4","4","4","5","4","2","5","2","3","4","4","3",,"3","5","5","4","3","3","3","3","Female","> 60","$50,000 - $99,999","Graduate degree","South Atlantic",3308383539
"Novice","Not much",,"3","5",,,,,,,,,,"4","3","3",,,,,"4",,"3","2","3",,"3",,"2",,"3","5",,"4","1","3","4","3",,,"4","Male","> 60","$50,000 - $99,999","High school degree","South Atlantic",3308382868
"Advanced","Some",,"2","2","3","1",,,,,,"2",,"3","2","4",,"2",,"4","4",,"4","2","3",,"2","2","2","1","4",,,"2","3","3","2","3","4","3","4","Male","30-44","$150,000+","Graduate degree","West North Central",3308382513
"Novice","Some",,,,"3",,,,"3",,"4",,,"3","4","4",,,"4",,"4",,,"5","4",,"4",,,"4","4","3",,"3","3",,,,,"3","3","Male","> 60",,"Graduate degree","West South Central",3308381751
"Novice","Some",,,,"3",,,,,,,,,"2","5","4",,"4",,,"5",,"4","5",,,,,"3","3","3","5",,"4","2",,,,,"3","3","Female","> 60","$0 - $24,999","Some college or Associate degree","East North Central",3308380700
"Advanced","Some","3","4",,"5","3","4","3","4","2","2","2","4","3","2","3","3","4","3","5","4","4","5","4","3","2","2","3",,"2","2","4","4","5","1","2","4","3","2","3","4","Male","18-29","$0 - $24,999","Bachelor degree","Middle Atlantic",3308380243
"Intermediate","Some",,,"4",,,,,,,,,,"2","2","4",,,,,"3",,"2","4","4",,,"3",,"3",,"4","3","3",,"3",,"4",,,"3","Male","> 60","$100,000 - $149,999","Some college or Associate degree","West South Central",3308379680
"Novice","Not at all",,,,,,,,,,,,,,,"3",,,,,"4",,,"1",,,,,,,,"5",,"3",,,,,,,,"Male","> 60","$0 - $24,999","Some college or Associate degree","South Atlantic",3308379436
"Advanced","Some","2","4","4","4","2","4","3","4","4","3","3","3","5","5","5","3","4","3","2","5","4","5","5","4","2","4","3","2","5","4","5","1","4","3","5","3","3","1","2","5","Female","30-44","$25,000 - $49,999","High school degree","New England",3308378544
"Novice","Not much",,,,,,,,,,,,,"3","3","3",,"3",,,"4",,"3","4",,,,,"3",,,"4",,"3","3","4",,"3",,,,"Male","30-44","$25,000 - $49,999","Bachelor degree","West North Central",3308374244
"Intermediate","Some",,,"3","3",,,,,,"3",,,"3","2","2",,"4",,,"4",,"3","3","3",,,"2","3","2","3","4",,"5","1","4","2","3",,,"3","Male","45-60","$25,000 - $49,999","Some college or Associate degree","East North Central",3308373036
"Intermediate","Some",,,,,,,,,,,,,"2","5","4",,"5",,,"5",,"3","3",,,,"3",,"3","4","4",,"5","4","5",,"4",,"4","2","Female","> 60",,"Bachelor degree","Middle Atlantic",3308372605
"Novice","Some",,"4","3","3",,"3",,,,"4",,,"4","2","3",,"4",,,"3",,"3","4",,,,,,"4","3","5",,"2",,"4",,,,"4","3","Female","30-44","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic",3308372332
